OBJECTID,PEDON_ID,LAYER_ID,U_DEPTH,L_DEPTH,COLOUR_1,COLOUR_2,CONSIS_DRY,CONSIS_MST,CONSIS_PLS,CONSIS_WET,MOTTLE_FRQ,MOTTLE_SZE,ROOT_FREQ,ROOT_LOCTN,ROOT_ORIEN,ROOT_THICK,S_PRM_GRAD,S_PRM_KIND,S_PRM_MOD,S_PRM_SIZE,S_SEC_GRAD,S_SEC_KIND,S_SEC_MOD,S_SEC_SIZE,SALINITY,EFFERVESC
13825,5553,8,76," ","025y 5040"," ","Slightly hard",Friable,Slightly,Slightly,Few," "," "," "," "," ",None," "," "," "," "," "," "," "," "," "
13826,5555,1,5,4," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
13827,5555,2,4,1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
13828,5555,3,1,0," "," "," "," "," "," "," "," "," "," "," "," ",Strong,Granular," ",Fine," "," "," "," "," "," "
13829,5555,4,0,4,100yr7020," "," "," ",Slightly,Slightly," "," "," "," "," "," "," ",Platy," "," "," "," "," "," "," "," "
13830,5555,5,4,10,050yr4040," ",Soft,Loose,Slightly," "," "," "," "," "," "," "," ",Granular," ",Fine," "," "," "," "," "," "
13831,5555,6,10,28,075yr5060," ",Loose,Firm,Slightly," "," "," "," "," "," "," "," ",Granular," "," "," "," "," "," "," "," "
13832,5555,7,28,46,100yr5060," "," ",Firm,Slightly," "," "," "," "," "," "," ",Moderate,Granular," ",Fine," "," "," "," "," "," "
13833,5555,8,46,53,"025y 5040"," "," ",Firm," "," "," "," "," "," "," "," ",Weak,Platy,Pseudo," "," "," "," "," "," "," "
13834,5555,9,53,96,"050y 5030"," ",Hard,Firm,Slightly," "," "," "," "," "," "," "," ",Platy,Pseudo," "," "," "," "," "," "," "
13835,5558,1,0,5,100yr4030," "," ","Very friable"," "," "," "," "," "," "," "," ",Weak,Granular," "," "," "," "," "," "," "," "
13836,5558,2,5,18,100yr4020," "," ",Friable," "," "," "," "," "," "," "," ",Moderate,Prismatic," "," "," "," "," "," "," "," "
13837,5558,3,18,51,100yr5020," "," ",Friable," "," "," "," "," "," "," "," ",Moderate,"Sub-angular blocky"," "," "," "," "," "," "," ",Strong
13838,5558,4,51,74,100yr5030," "," ",Firm," "," "," "," "," "," "," "," ",Moderate,"Sub-angular blocky"," "," "," "," "," "," "," ",Moderate
13839,5558,5,74,180,100yr5030," "," ",Firm," "," "," "," "," "," "," "," "," ",Massive," "," "," "," "," "," ",Weakly,Weak
13840,5558,6,180,213,100yr4030," "," ",Firm," "," "," "," "," "," "," "," "," ",Massive," "," "," "," "," "," ","Moderately saline",Weak
13841,5559,1,3,3," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
13842,5559,2,3,1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
13843,5559,3,1,0," "," "," "," "," "," "," "," "," "," "," "," ",Strong,Granular," ",Medium," "," "," "," "," "," "
13844,5559,4,0,5,100yr7020," ",Loose,Friable," "," "," "," "," "," "," "," ",Weak,Platy," ",Fine," "," "," "," "," "," "
13845,5559,5,5,10,050yr4080," "," ",Firm," "," "," "," "," "," "," "," ",Strong,Granular," ",Fine," "," "," "," "," "," "
13846,5559,6,10,18,075yr4040," ",Loose,Friable," "," "," "," "," "," "," "," ",Weak,Granular," ",Fine," "," "," "," "," "," "
13847,5559,7,18,28,100yr5060," ",Loose,Friable," "," "," "," "," "," "," "," ",Weak,Granular," ",Fine," "," "," "," "," "," "
13848,5559,8,28,60,"025y 5040"," ",Loose,Friable," "," "," "," "," "," "," "," ",Weak,Granular," "," "," "," "," "," "," "," "
13849,5559,9,60," ","050y 5020"," ",Loose,Friable," "," "," "," "," "," "," "," "," ","Single grained"," "," "," "," "," "," "," "," "
13850,5560,1,1,0," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
13851,5560,2,0,11,100yr2020," "," ",Friable,Plastic,Slightly,Few," "," "," "," "," ",Strong,Granular," ",Coarse," "," "," "," "," "," "
13852,5560,3,11,25,100yr5030," "," "," ",Slightly,Slightly,Few,Fine," "," "," "," ",Weak,Granular,Laminated,Medium," "," "," "," "," "," "
13853,5560,4,25,43,"025y 5020"," "," ",Friable,Slightly,Slightly,Many,Medium," "," "," "," ",Weak,Granular,Laminated,Medium," "," "," "," "," "," "
13854,5560,5,43,75,"050y 6020"," "," ",Firm,Slightly,Slightly,Many,Coarse," "," "," "," ",None," ",Laminated," "," "," "," "," "," "," "
13855,5560,6,75,85,"050y 4010"," "," ",Firm,Slightly,Nonsticky," "," "," "," "," "," ",None," ",Laminated," "," "," "," "," "," "," "
13856,5561,1,2,0," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
13857,5561,2,0,5,100yr2020," "," ","Very friable",Plastic,Slightly," "," "," "," "," "," ",Strong,Granular," ",Coarse," "," "," "," "," "," "
13858,5561,3,5,20,"050y 6030"," "," ",Friable,Plastic,Sticky,Many,Coarse," "," "," "," ",None," "," "," "," "," "," "," "," "," "
13859,5561,4,20,30,"050y 6020"," "," "," ",Slightly,Slightly,Few,Fine," "," "," "," "," ","Single grained"," "," "," "," "," "," "," "," "
13860,5561,5,30,76,"050y 5020"," "," ",Firm,Plastic,Sticky,Many,Coarse," "," "," "," ",None," "," "," "," "," "," "," "," "," "
13861,5561,6,76,91,"050y 5020"," "," "," "," "," ",Common,Fine," "," "," "," "," ","Single grained"," "," "," "," "," "," "," "," "
13862,5562,1,8,7," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
13863,5562,10,81,96,"025y 4020"," "," "," "," "," "," "," "," "," "," "," "," ",Platy,Pseudo," "," "," "," "," "," "," "
13864,5562,11,96,119,"025y 4040"," "," "," ",Slightly,Slightly," "," "," "," "," "," ",Moderate,Granular," ",Fine," "," "," "," "," "," "
13865,5562,12,119,133,"025y 5040"," "," "," "," "," "," "," "," "," "," "," "," ",Platy,Pseudo," "," "," "," "," "," "," "
13866,5562,2,7,6," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
13867,5562,3,6,0," "," "," "," ",Slightly," "," "," "," "," "," "," "," ",Granular," ",Fine," "," "," "," "," "," "
13868,5562,4,0,3,100yr5020," "," ",Firm," ",Sticky," "," "," "," "," "," ",Strong,Granular," "," "," "," "," "," "," "," "
13869,5562,5,3,6,025yr2040," "," ",Loose,Slightly,Slightly," "," "," "," "," "," ",Weak,Granular," "," "," "," "," "," "," "," "
13870,5562,6,6,11,025yr2040," "," "," "," "," "," "," "," "," "," "," "," ",Granular," ",Fine," "," "," "," "," "," "
13871,5562,7,11,24,075yr4040," "," "," "," "," "," "," "," "," "," "," "," ",Granular," "," "," "," "," "," "," "," "
13872,5562,8,24,56,"025y 4020"," "," "," "," "," "," "," "," "," "," "," "," ","Single grained"," "," "," "," "," "," "," "," "
13873,5562,9,56,81,100yr4040," "," ",Loose," "," "," "," "," "," "," "," ",Weak,Granular," "," "," "," "," "," "," "," "
13874,5563,1,11,9," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
13875,5563,2,9,5," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
13876,5563,3,5,0," "," "," "," "," "," "," "," "," "," "," "," "," ",Granular," ",Medium," "," "," "," "," "," "
13877,5563,4,0,8,100yr2020," ",Soft,Loose,Slightly,Slightly," "," "," "," "," "," ",Weak,Granular," ",Medium," "," "," "," "," "," "
13878,5563,5,8,18,100yr3020," "," "," ",Slightly,Slightly,Common,Fine," "," "," "," ",Weak,Granular," ",Medium," "," "," "," "," "," "
13879,5563,6,18,25,100yr4010," "," "," ",Slightly," ",Common,Coarse," "," "," "," ",Weak,Platy," ",Medium," "," "," "," "," "," "
13880,5563,7,25,46,100yr3040," ","Slightly hard",Loose,Slightly,Slightly,Many,Coarse," "," "," "," ",Weak,Granular," ",Medium," "," "," "," "," "," "
13881,5563,8,46,91,100yr4030," "," "," "," "," ",Common,Medium," "," "," "," ",None,Granular," ",Medium,Weak," "," "," "," "," "
13882,5564,1,5,4," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
13883,5564,10,152,163,"025y 7040"," "," ",Friable,Plastic,Sticky," "," "," "," "," "," ",Weak,Granular," "," "," "," "," "," "," "," "
13884,5564,2,4,1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
13885,5564,3,1,0," "," "," ",Friable,Nonplastic,Sticky," "," "," "," "," "," ",Moderate,Granular," ",Coarse," "," "," "," "," "," "
13886,5564,4,0,5,"025y 8020"," "," ",Friable,Slightly,Slightly," "," "," "," "," "," ","Weak to moderate",Platy," ","Fine to medium"," "," "," "," "," "," "
13887,5564,5,5,15,075yr4040," "," ",Friable,Slightly,Slightly," "," "," "," "," "," ",Strong,Granular," ",Medium," "," "," "," "," "," "
13888,5564,6,15,25,075yr6060,025yr3060," ",Friable,Slightly,Slightly," "," "," "," "," "," ",Strong,Granular," ",Medium," "," "," "," "," "," "
13889,5564,7,25,66,100yr6040," "," ",Friable," "," "," "," "," "," "," "," ",Moderate,Granular," ",Medium," "," "," "," "," "," "
13890,5564,8,66,107,"025y 6060"," "," ",Friable," "," "," "," "," "," "," "," ",Weak,Granular," ",Fine," "," "," "," "," "," "
13891,5564,9,107,152,"025y 7040"," "," ",Friable," "," "," "," "," "," "," "," ",Weak,Granular," "," "," "," "," "," "," "," "
13892,5565,1,5,4," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
13893,5565,2,4,1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
13894,5565,3,1,0," "," "," ",Friable," "," "," "," "," "," "," "," ",Strong,Granular," "," "," "," "," "," "," "," "
13895,5565,4,0,8,100yr6020," ",Loose,Friable," "," "," "," "," "," "," "," ",Moderate,Platy," ",Medium," "," "," "," "," "," "
13896,5565,5,8,18,075yr4040," ",Loose,Friable," "," "," "," "," "," "," "," ",Moderate,Granular," ",Fine," "," "," "," "," "," "
13897,5565,6,18,33,075yr5080," ",Loose,"Very friable"," "," "," "," "," "," "," "," ",Weak,Granular," ",Fine," "," "," "," "," "," "
13898,5565,7,33,51,100yr6060," ",Loose," "," "," "," "," "," "," "," "," ",Weak,Granular," ",Fine," "," "," "," "," "," "
13899,5565,8,51,122,"025y 5040"," ",Loose," "," "," "," "," "," "," "," "," "," ","Single grained"," "," "," "," "," "," "," "," "
13900,5565,9,122," ","025y 5040"," "," ",Loose," "," "," "," "," "," "," "," "," ","Single grained"," "," "," "," "," "," "," "," "
13901,5569,1,0,5,100yr3030,100yr5030," ",Friable," "," "," "," "," "," "," "," ",Weak,Granular," ",Fine," "," "," "," "," "," "
13902,5569,2,5,15,100yr4030,100yr5020," ",Friable," "," "," "," "," "," "," "," ",Weak,Prismatic," "," "," "," "," "," "," "," "
13903,5569,3,15,48,100yr6030,100yr7030," ",Friable," "," "," "," "," "," "," "," ",Weak,Prismatic," "," "," "," "," "," "," ",Strong
13904,5569,4,48,81,100yr3030," "," ",Firm," "," "," "," "," "," "," "," ",Moderate,"Sub-angular blocky"," ",Medium," "," "," "," ",Weakly,Weak
13905,5569,5,81,135,100yr4030," "," ",Firm," "," "," "," "," "," "," "," ",None,Massive," "," "," "," "," "," ","Moderately saline",Weak
13906,5569,6,135,215,100yr4030," "," ",Firm," "," "," "," "," "," "," "," ",None,Massive," "," "," "," "," "," ",Weakly,"Very weak"
13907,5571,1,0,18,050yr3030," "," ",Friable,Nonplastic,Nonsticky," "," ",Common," "," "," "," ",Granular," ","Medium to coarse"," "," "," "," "," "," "
13908,5571,2,18,25,050yr4060," "," ",Friable,Nonplastic,Nonsticky," "," ",Common," "," "," ",Weak,Granular," ",Medium," "," "," "," "," "," "
13909,5571,3,25,42,075yr4020," "," ",Friable,Nonplastic,Nonsticky," "," ",Common," "," "," ",Weak,"Sub-angular blocky"," "," "," "," "," "," "," "," "
13910,5571,4,42,65,050yr4040," "," ",Friable,Nonplastic,Nonsticky," "," ",Common," "," "," ",Weak,"Sub-angular blocky"," ",Medium," "," "," "," "," "," "
13911,5571,5,65,78,025yr4060," "," ",Firm," "," "," "," ",Few," "," "," ",Weak,"Sub-angular blocky"," ",Medium," "," "," "," "," "," "
13912,5571,6,78,123,050yr4040," "," ",Firm," "," "," "," ",Few," "," "," ",Weak," "," "," "," "," "," "," "," "," "
13913,5571,7,123,135,025yr3060," "," "," "," "," "," "," "," "," "," "," "," ","Single grained"," "," "," "," "," "," "," "," "
13914,5572,1,0,26,100yr4040," "," ","Very friable"," "," "," "," "," "," "," "," ",Weak,Granular," ",Fine," "," "," "," "," "," "
13915,5572,2,26,36,075yr5060," "," ","Very friable"," "," "," "," "," "," "," "," ",Weak,Granular," ",Fine," "," "," "," "," "," "
13916,5572,3,36,50,075yr4040," "," ",Loose," "," "," "," "," "," "," "," "," ","Single grained"," "," "," "," "," "," "," "," "
13917,5572,4,50," ",075yr4030," "," ",Loose," "," "," "," "," "," "," "," "," ","Single grained"," "," "," "," "," "," "," "," "
13918,5573,1,5,0," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
13919,5573,2,0,17,100yr5540," "," ","Very friable"," "," "," "," "," "," "," "," ",Weak,"Sub-angular blocky"," ",Fine," "," "," "," "," "," "
13920,5573,3,17,30,090yr5060," "," ","Very friable"," "," "," "," "," "," "," "," ",Weak,Granular," ",Fine," "," "," "," "," "," "
13921,5573,4,30,51,100yr5040," "," ",Loose," "," ",Many,Fine," "," "," "," ",None," "," "," "," "," "," "," "," "," "
13922,5575,1,0,16,075yr5040," "," ","Very friable"," "," "," "," "," "," "," "," ","Very weak",Granular," ",Fine," "," "," "," "," "," "
13923,5575,2,16,18,075yr7020," "," ","Very friable"," "," "," "," "," "," "," "," ","Very weak","Sub-angular blocky"," ",Fine," "," "," "," "," "," "
13924,5575,3,18,45,075yr5070," "," ","Very friable"," "," "," "," "," "," "," "," ",Weak,Granular," ",Fine," "," "," "," "," "," "
13925,5575,4,45,90,100yr4550," "," ",Loose," "," "," "," "," "," "," "," ",None," "," "," "," "," "," "," "," "," "
13926,5575,5,90," ",050yr4040," "," ","Very firm"," "," "," "," "," "," "," "," ","Moderate to strong",Platy," ",Medium," "," "," "," "," "," "
13927,5576,1,0,27,100yr4540," "," ","Very friable"," "," "," "," "," "," "," "," ",Moderate,Granular," ",Fine," "," "," ",Medium," "," "
13928,5576,2,27,29,075yr6020," "," ","Very friable"," "," "," "," "," "," "," "," ",Weak,Granular," ",Fine," "," "," "," "," "," "
13929,5576,3,29,47,075yr5060," "," ","Very friable"," "," "," "," "," "," "," "," ",Moderate,"Sub-angular blocky"," ",Fine," "," "," "," "," "," "
13930,5576,4,47,53,085yr5040," "," ","Very friable"," "," "," "," "," "," "," "," ",Moderate,"Sub-angular blocky"," ",Fine," "," "," ",Medium," "," "
13931,5576,5,53,100,050yr4040," "," ","Very firm"," "," "," "," "," "," "," "," ","Moderate to strong",Platy," ",Medium," "," "," "," "," "," "
13932,5577,2,0,12,100yr6025," "," ","Very friable"," "," "," "," "," "," "," "," ","Very weak",Granular," ",Fine," "," "," "," "," "," "
13933,5577,3,12,42,075yr5060," "," ","Very friable"," "," "," "," "," "," "," "," ",Weak,Granular," ",Fine," "," "," "," "," "," "
13934,5577,4,42," ",100yr4030," "," ",Loose," "," "," "," "," "," "," "," ",None," "," "," "," "," "," "," "," "," "
13935,5578,1,5,0," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
13936,5578,2,0,3,075yr7030," "," ","Very friable"," "," "," "," "," "," "," "," ",Weak,Granular," ",Fine," "," "," "," "," "," "
13937,5578,3,3,30,075yr5070," "," ","Very friable"," "," "," "," "," "," "," "," ",Weak,"Sub-angular blocky"," ",Fine," "," "," "," "," "," "
13938,5578,4,30,66,100yr4040," "," ",Friable," "," "," "," "," "," "," "," "," ","Single grained"," "," "," "," "," "," "," "," "
13939,5579,2,0,18,100yr6030," "," ","Very friable"," "," "," "," "," "," "," "," ",Weak,"Sub-angular blocky"," ",Fine," "," "," "," "," "," "
13940,5579,3,18,53,075yr5080," "," ","Very friable"," "," "," "," "," "," "," "," ",Moderate,Granular," ","Fine to medium"," "," "," "," "," "," "
13941,5579,4,53," ",015yr4540," "," ",Loose," "," "," "," "," "," "," "," "," ","Single grained"," "," "," "," "," "," "," "," "
13942,5580,1,0,10,100yr4030,100yr5030," ","Very friable"," "," "," "," "," "," "," "," ",Weak,Granular," ",Fine," "," "," "," "," "," "
13943,5580,2,10,18,100yr5030,100yr6030," ","Very friable"," "," "," "," "," "," "," "," ",Moderate,Platy," ",Fine," "," "," "," "," "," "
13944,5580,3,18,35,100yr3030,100yr4040," ","Very firm"," "," "," "," "," "," "," "," ",Strong,Columnar," ",Medium," "," "," "," "," "," "
13945,5580,4,35,53,100yr6030,100yr7030," ",Friable," "," "," "," "," "," "," "," ",None,Massive," "," "," "," "," "," "," ",Strong
13946,5580,5,53,115,100yr5030,100yr6030," ",Friable," "," "," "," "," "," "," "," ",None,Massive," "," "," "," "," "," ","Moderately saline",Moderate
13947,5580,6,115,150,100yr3020," "," ",Firm," "," "," "," "," "," "," "," ",None,Massive," "," "," "," "," "," "," ","Very weak"
13948,5581,1,0,18,100yr4030," ",Soft,Friable," ",Nonsticky," "," ",Common," ",Vertical,"Very fine",Weak,Granular," ",Fine," "," "," "," "," "," "
13949,5581,2,18,33,075yr5060," ",Soft,Friable," ",Nonsticky," "," ",Many," "," "," ",Weak,Granular," ",Fine," "," "," "," "," "," "
13950,5581,3,33,53,100yr5060," ",Soft,Friable," ",Nonsticky," "," ",Many," "," "," ",Weak,Granular," ",Fine," "," "," "," "," "," "
13951,5581,4,53,68,100yr4040," ",Soft,Friable," ",Nonsticky," "," ",Few," "," ",Fine,Weak,"Sub-angular blocky"," ",Medium," "," "," "," "," "," "
13952,5581,5,68," ",100yr4040," ",Soft,Friable," ",Nonsticky," "," ",Few," "," "," ",Weak,"Sub-angular blocky"," ","Fine to medium"," "," "," "," "," "," "
13953,5582,1,0,23,100yr4530,100yr3025," ","Very friable",Nonplastic," "," "," ",Many," ",Random,"Very fine",Weak,Granular," ",Medium," "," "," "," "," "," "
13954,5582,2,23,25,050yr5530,075yr7020," ",Loose,Nonplastic," "," "," ",Many," ",Random,"Very fine",None,"Single grained"," "," "," "," "," "," "," "," "
13955,5582,3,25,35,050yr4560,075yr6550," ","Very friable",Nonplastic," "," "," ",Many," ",Random,"Very fine",Weak,Granular," ","Fine to medium"," "," "," "," "," "," "
13956,5582,4,35,45,075yr4560,075yr6040," ",Loose,Nonplastic," "," "," ",Many," ",Random,Micro,None,"Single grained"," "," "," "," "," "," "," "," "
13957,5582,5,45,70,075yr5060,075yr5540," ",Loose,Nonplastic," "," "," ",Many," ",Random,Micro,None,"Single grained"," "," "," "," "," "," "," "," "
13958,5582,6,70,95,075yr5060,075yr5540," ",Loose,Nonplastic," "," "," ",Many," ",Random,Micro,None,"Single grained"," "," "," "," "," "," "," "," "
13959,5582,7,95," ",075yr5060,075yr5540," ",Loose,Nonplastic," "," "," ",Many," ",Random,Micro,None,"Single grained"," "," "," "," "," "," "," "," "
13960,5583,1,0,25,100yr3530," "," ","Very friable",Slightly," "," "," ",Many," ",Random,"Very fine",Moderate,Granular," ",Coarse," "," "," "," "," "," "
13961,5583,2,25,53,100yr4560," "," ",Friable,Slightly," "," "," ",Many," ",Random,"Very fine","Weak to moderate",Granular," ",Coarse," "," "," "," "," "," "
13962,5583,3,53,69,100yr3560," "," ",Friable,Slightly," "," "," ",Common," ",Random,"Very fine","Weak to moderate","Sub-angular blocky"," ",Fine," "," "," "," "," "," "
13963,5583,4,69,105,075yr4040," "," ",Friable,Slightly," "," "," ","Very few"," ",Random,"Very fine","Weak to moderate","Sub-angular blocky"," ","Fine to medium"," "," "," "," "," "," "
13964,5585,1,1,0," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
13965,5585,2,0,14,075yr3540,100yr7030," ",Friable,Plastic," "," "," ",Many,Exped,Random,Fine,Moderate,Granular," ",Coarse," "," "," "," "," "," "
13966,5585,3,14,16,050yr5030,075yr7020," ",Friable,Plastic," "," "," ",Many,Exped,Random,Fine,Moderate,"Sub-angular blocky"," ",Fine," "," "," "," "," "," "
13967,5585,4,16,26,075yr4060,075yr5040," ",Friable,"Very plastic"," "," "," ",Common,Exped,Random,Fine,Moderate,Granular," ","Fine to medium"," "," "," "," "," "," "
13968,5585,5,26,51,050yr4040,075yr4060," ","Very firm","Very plastic"," "," "," ",Few,Exped,Vertical,Fine,Strong,"Sub-angular blocky"," ",Coarse," "," "," "," "," "," "
13969,5585,6,51,95,050yr4040,075yr4060," ","Very firm","Very plastic"," "," "," ","Very few",Exped,Vertical,"Very fine","Weak to moderate",Prismatic," ",Medium," "," "," "," "," "," "
13970,5585,7,95,120,050yr4030,075yr4060," ","Very firm","Very plastic"," ",Few,Medium,"Very few",Exped,Vertical,"Very fine",Strong,"Sub-angular blocky"," ",Coarse," "," "," "," "," "," "
13971,5585,8,120,145,050yr4030,075yr4060," ","Very firm","Very plastic"," ",Few,Medium,"Very few",Exped,Vertical,"Very fine",Strong,"Sub-angular blocky"," ",Coarse," "," "," "," "," "," "
13972,5586,1,0,22,100yr3040,100yr5040," ",Friable,Slightly," "," "," ",Many,Exped,Random,"Very fine","Weak to moderate",Granular," ",Fine," "," "," "," "," "," "
13973,5586,2,22,40,100yr3560,075yr5540," ",Friable,Nonplastic," "," "," ",Many,Exped,Random,"Very fine",Weak,Granular," ",Fine," "," "," "," "," "," "
13974,5586,3,40,57,075yr4040,100yr5540," ","Very friable",Nonplastic," "," "," ",Few,Exped,Random,"Very fine","Very weak","Sub-angular blocky"," ","Very fine"," "," "," "," "," "," "
13975,5586,4,57,75,075yr3540,075yr5540," ",Loose,Nonplastic," "," "," ","Very few"," ",Random,"Very fine",None,"Single grained"," "," "," "," "," "," "," "," "
13976,5586,5,75,110,050yr3540,050yr4040," ",Firm,Nonplastic," "," "," "," "," "," "," ",Strong,"Sub-angular blocky"," ",Coarse," "," "," "," "," "," "
13977,5586,6,110,130," "," "," ",Firm,Nonplastic," "," "," "," "," "," "," ",Strong,"Sub-angular blocky"," ",Coarse," "," "," "," "," "," "
13978,5587,1,0,29,050yr3035," "," ","Very friable",Plastic," "," "," ",Many,Inped,Random,"Very fine",Moderate,"Sub-angular blocky"," ",Fine," "," "," "," "," "," "
13979,5587,2,29,41,075yr3540," "," ",Friable,Plastic," "," "," ",Many,Inped,Random,"Very fine",Weak,"Sub-angular blocky"," ",Medium," "," "," "," "," "," "
13980,5587,3,41,52,075yr3540," "," ","Very friable",Slightly," "," "," ",Common,Inped,Random,"Very fine","Very weak","Sub-angular blocky"," ",Medium," "," "," "," "," "," "
13981,5587,4,52," ",075yr3540," "," ",Loose,Nonplastic," "," "," ","Very few"," ",Random,"Very fine",None,"Single grained"," "," "," "," "," "," "," "," "
13982,5588,1,0,20,075yr4060,075yr5540," ",Friable,Plastic," "," "," ",Many,Exped,Random,Medium,Strong,Granular," ","Fine to medium"," "," "," "," "," "," "
13983,5588,2,20,35,050yr4560,050yr5560," ",Friable,Plastic," "," "," ",Many,Exped,Random,Fine,Strong,Granular," ","Fine to medium"," "," "," "," "," "," "
13984,5588,3,35,52,050yr5040,050yr5540," ",Friable,Plastic," "," "," ",Few,Exped,Oblique,Fine,"Moderate to strong","Sub-angular blocky"," ",Medium," "," "," "," "," "," "
13985,5588,4,52,77,025yr3060,050yr4540," ",Firm,"Very plastic"," ",Few,Fine," "," "," "," ",Strong,"Sub-angular blocky"," ","Medium to coarse"," "," "," "," "," "," "
13986,5588,5,77,102,025yr3060,050yr4540," ",Firm,"Very plastic"," ",Few,Fine," "," "," "," ",Strong,"Sub-angular blocky"," ","Medium to coarse"," "," "," "," "," "," "
13987,5588,6,102,117,025yr3060,050yr4540," ",Firm,"Very plastic"," ",Few,Fine," "," "," "," ",Strong,"Sub-angular blocky"," ","Medium to coarse"," "," "," "," "," "," "
13988,5588,7,117,142," "," "," ",Firm,Plastic," ",Few,Fine," "," "," "," "," "," "," "," "," "," "," "," "," "," "
13989,5591,1,0,5,100yr4030,100yr5020," ","Very friable"," "," "," "," "," "," "," "," ",Weak,Platy," ",Medium," "," "," "," "," "," "
13990,5591,2,5,13,100yr5030,100yr6020," ","Very friable"," "," "," "," "," "," "," "," ",Moderate,Platy," ",Fine," "," "," "," "," "," "
13991,5591,3,13,15,100yr3030,100yr4030," ",Friable," "," "," "," "," "," "," "," ",Moderate,"Sub-angular blocky"," ",Fine," "," "," "," "," "," "
13992,5591,4,15,33,100yr3030,100yr3030," ",Firm," "," "," "," "," "," "," "," ",Moderate,Columnar," ",Fine," "," "," "," "," "," "
13993,5591,5,33,41,100yr4030," "," ",Friable," "," "," "," "," "," "," "," ",Weak,Prismatic," "," "," "," "," "," "," ",Moderate
13994,5591,6,41,105,100yr5040," "," ",Friable," "," "," "," "," "," "," "," ",Weak,"Sub-angular blocky"," ",Medium," "," "," "," "," ",Strong
13995,5591,7,105,240,100yr7030," "," ",Firm," "," "," "," "," "," "," "," ",None,Massive," "," "," "," "," "," ","Moderately saline","Very weak"
13996,5591,8,240,305,100yr4030," "," ","Very firm"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Moderately saline","Very weak"
13997,5592,1,0,15,050yr4030," "," "," ",Nonplastic,Nonsticky," "," ",Common," "," "," ",Moderate,Massive," ","Fine to medium"," "," "," "," "," "," "
13998,5592,2,15,35,050yr4060,050yr5060," ",Firm,Slightly,Sticky,Many,Medium,Common," "," "," ",Strong,"Sub-angular blocky"," ","Fine to medium"," "," "," "," "," "," "
13999,5592,3,35,45,025yr3040," "," ",Firm,Slightly,Sticky," "," ",Few," "," "," ","Moderate to strong","Sub-angular blocky"," "," "," "," "," "," "," "," "
14000,5592,4,45,100,025yr3020," "," ",Firm,Plastic,Sticky," "," ","Very few"," "," "," "," ","Sub-angular blocky"," ",Coarse," "," "," "," "," "," "
14001,5595,1,0,25,100yr3030," "," ","Very friable"," "," "," "," ",Many,Exped,Vertical,Fine,"Moderate to strong",Granular," ",Fine," "," "," "," "," "," "
14002,5595,2,25,39,075yr5080,100yr4030," ","Very friable"," "," "," "," ",Many,Inped,Vertical,Fine,Weak,"Sub-angular blocky"," ",Fine," "," "," "," "," "," "
14003,5595,3,39,50,100yr5060,100yr4040," ","Very friable"," "," ",Few,Medium,Common,Inped,Vertical,"Very fine",Weak,"Sub-angular blocky"," ",Fine," "," "," "," "," "," "
14004,5595,4,50,66,100yr4540," "," ",Friable," "," ",Common,Medium,Few,Inped,Vertical,"Very fine","Weak to moderate","Sub-angular blocky"," ",Medium," "," "," "," "," "," "
14005,5595,5,66,95,075yr4040," "," ",Firm," "," ",Many,Coarse," "," "," "," ",Moderate,"Angular blocky"," ",Coarse," "," "," "," "," "," "
14006,5595,6,110,120," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
14007,5598,1,0,20,100yr3040," "," ","Very friable"," "," ",Few,Fine,Many,Inped,Vertical,"Very fine",Moderate,"Sub-angular blocky"," ","Fine to medium"," "," "," "," "," "," "
14008,5598,2,20,22,100yr6020," "," ","Very friable"," "," ",Common,Coarse,Common,Inped,Vertical,"Very fine",Moderate,"Angular blocky"," ",Medium," "," "," "," "," "," "
